name,ingredients,nutrition,steps,meal_type,allergen,equipment_needed,method,protein,calories,carbs,fiber,prep_time,cook_time,fat,bucket,timing,dietary,allergens,equipment,health_tags,effort_tags,flavor_tags
Garlic Tomato Soup (Variation 2),onion garlic broth,Protein 27.4g Calories 257.2,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,27.4,257.2,39.5,2.2,10,25,13.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy', 'Sick Day']"
Brussels Sprouts (Variation 4),,Protein 26.9g Calories 697.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.9,697.0,35.6,0.6,10,20,11.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']",['Savory']
Zesty Coleslaw,,Protein 27.7g Calories 402.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.7,402.2,27.9,4.4,10,20,23.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Light Green Beans,,Protein 30.4g Calories 441.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,30.4,441.4,9.5,3.4,10,20,29.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Garlic Roasted Veggies (Variation 2),,Protein 22.8g Calories 292.2,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,22.8,292.2,6.7,1.8,15,25,21.3,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly']",['Fresh Run'],"['Savory', 'Comfort Food']"
Brussels Sprouts (Variation 5),,Protein 22.8g Calories 503.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.8,503.3,6.8,0.5,10,20,29.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Herb Garden Salad (Variation 2),romaine lettuce cucumber tomato olive oil vinegar,Protein 16.8g Calories 263.3,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,,,No-Cook,16.8,263.3,21.2,8.8,5,0,7.6,Main Dish,"['Lunch', 'Dinner']",[],[],[],['Volume Eater'],"['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Clean / Detox']"
Light Coleslaw,,Protein 48.6g Calories 394.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,48.6,394.0,14.8,1.6,10,20,17.8,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Herb Roasted Veggies,,Protein 19.6g Calories 313.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,19.6,313.0,6.3,2.3,15,25,12.9,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']",['Stable Energy'],['Fresh Run'],['Savory']
Herb Garden Salad (Variation 3),romaine lettuce cucumber tomato olive oil vinegar,Protein 7.9g Calories 333.5,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,,,No-Cook,7.9,333.5,14.9,11.8,5,0,15.7,Complete Meal,"['Lunch', 'Dinner']",[],[],[],['Volume Eater'],"['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Clean / Detox']"
Baked Potato,,Protein 38.6g Calories 555.9,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,38.6,555.9,33.6,2.5,15,25,26.0,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Comfort Food']"
Coleslaw,,Protein 48.0g Calories 534.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,48.0,534.2,19.0,2.9,10,20,27.4,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Brussels Sprouts (Variation 6),,Protein 49.1g Calories 351.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,49.1,351.6,28.6,5.4,10,20,19.0,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Garlic Greek Salad (Variation 2),romaine lettuce cucumber tomato olive oil vinegar feta cheese olives,Protein 20.9g Calories 368.1,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Dairy,,No-Cook,20.9,368.1,20.4,10.3,5,0,8.2,Main Dish,"['Lunch', 'Dinner']",['Vegan'],['Contains Dairy'],[],['Volume Eater'],"['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Creamy', 'Clean / Detox']"
Herb Roasted Veggies (Variation 2),,Protein 31.7g Calories 254.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,31.7,254.6,17.6,0.4,15,25,23.3,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Comfort Food']"
Garlic Roasted Veggies (Variation 3),,Protein 31.8g Calories 304.7,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,31.8,304.7,9.0,1.9,15,25,26.0,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly']",['Fresh Run'],"['Savory', 'Comfort Food']"
Garlic Brussels Sprouts (Variation 3),,Protein 29.7g Calories 653.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,29.7,653.6,36.4,0.4,10,20,28.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Garlic Coleslaw,,Protein 33.9g Calories 475.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,33.9,475.2,13.0,2.7,10,20,14.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Light Green Beans (Variation 2),,Protein 45.6g Calories 669.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,45.6,669.4,24.9,2.5,10,20,19.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Light Baked Potato,,Protein 26.4g Calories 485.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,26.4,485.8,23.5,5.6,15,25,24.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Stable Energy'],['Fresh Run'],"['Savory', 'Comfort Food']"
Herb Tomato Soup (Variation 2),onion garlic broth,Protein 26.6g Calories 590.0,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,26.6,590.0,19.0,6.3,10,25,10.6,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy', 'Sick Day']"
Greek Salad,romaine lettuce cucumber tomato olive oil vinegar feta cheese olives,Protein 15.0g Calories 249.4,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Dairy,,No-Cook,15.0,249.4,15.7,9.3,5,0,14.7,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],['Contains Dairy'],[],['Volume Eater'],"['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Creamy', 'Clean / Detox']"
Garlic Roasted Veggies (Variation 4),,Protein 20.4g Calories 227.5,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,20.4,227.5,4.3,2.1,15,25,20.5,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly']",['Fresh Run'],"['Savory', 'Comfort Food']"
Herb Mashed Potatoes (Variation 2),,Protein 48.7g Calories 335.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,48.7,335.5,13.3,4.5,10,20,13.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Roasted Veggies (Variation 2),,Protein 30.4g Calories 404.2,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,30.4,404.2,2.3,0.9,15,25,23.4,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly']",['Fresh Run'],"['Savory', 'Comfort Food']"
Zesty Roasted Veggies,,Protein 23.9g Calories 276.1,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,23.9,276.1,13.1,2.6,15,25,13.4,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],['Savory']
Herb Tomato Soup (Variation 3),onion garlic broth,Protein 37.3g Calories 273.8,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,37.3,273.8,32.7,4.2,10,25,19.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy', 'Sick Day']"
Light Brussels Sprouts,,Protein 41.4g Calories 683.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,41.4,683.8,7.5,4.9,10,20,27.6,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Herb Brussels Sprouts,,Protein 46.6g Calories 666.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,46.6,666.9,20.6,1.9,10,20,11.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Zesty Brussels Sprouts (Variation 3),,Protein 26.1g Calories 522.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.1,522.7,34.1,0.2,10,20,27.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Herb Mashed Potatoes (Variation 3),,Protein 47.0g Calories 397.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,47.0,397.1,33.5,2.7,10,20,13.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Garlic Green Beans (Variation 2),,Protein 43.1g Calories 687.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,43.1,687.2,11.0,3.0,10,20,26.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Zesty Brussels Sprouts (Variation 4),,Protein 25.7g Calories 728.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,25.7,728.2,1.2,3.6,10,20,18.0,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Light Coleslaw (Variation 2),,Protein 32.5g Calories 494.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,32.5,494.0,6.5,4.5,10,20,26.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Garlic Tomato Soup (Variation 3),onion garlic broth,Protein 16.2g Calories 374.6,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,16.2,374.6,37.9,8.9,10,25,21.4,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Volume Eater', 'Stable Energy']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy', 'Comfort Food', 'Sick Day']"
Garlic Coleslaw (Variation 2),,Protein 42.3g Calories 579.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,42.3,579.0,10.8,0.1,10,20,17.0,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Zesty Garden Salad (Variation 2),romaine lettuce cucumber tomato olive oil vinegar,Protein 22.9g Calories 362.9,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,,,No-Cook,22.9,362.9,8.2,9.5,5,0,22.4,Main Dish,"['Lunch', 'Dinner']",[],[],[],"['Keto Friendly', 'Volume Eater']","['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Comfort Food', 'Clean / Detox']"
Garlic Brussels Sprouts (Variation 4),,Protein 22.3g Calories 560.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.3,560.5,10.1,1.8,10,20,25.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Light Baked Potato (Variation 2),,Protein 41.3g Calories 706.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Microwave,Microwave,41.3,706.8,17.0,2.1,5,6,16.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Microwave', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Microwave-Only', 'Lightning', 'Brainless', 'Fresh Run', 'Portable']",['Savory']
Brussels Sprouts (Variation 7),,Protein 36.0g Calories 420.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,36.0,420.8,27.1,2.4,10,20,26.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Herb Greek Salad,romaine lettuce cucumber tomato olive oil vinegar feta cheese olives,Protein 17.3g Calories 186.6,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Dairy,,No-Cook,17.3,186.6,21.2,7.6,5,0,21.2,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],['Contains Dairy'],[],['Protein High'],"['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Creamy', 'Comfort Food', 'Clean / Detox']"
Zesty Tomato Soup,onion garlic broth,Protein 27.8g Calories 478.9,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,27.8,478.9,26.9,2.5,10,25,7.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy', 'Sick Day']"
Garlic Caesar Salad,romaine lettuce cucumber tomato olive oil vinegar parmesan cheese croutons caesar dressing,Protein 20.1g Calories 417.0,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Gluten Dairy,,No-Cook,20.1,417.0,25.2,10.0,5,0,10.7,Main Dish,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']",[],['Volume Eater'],"['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Crunchy', 'Creamy', 'Clean / Detox']"
Herb Caesar Salad (Variation 2),romaine lettuce cucumber tomato olive oil vinegar parmesan cheese croutons caesar dressing,Protein 12.6g Calories 392.0,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Gluten Dairy,,No-Cook,12.6,392.0,11.0,11.3,5,0,19.8,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']",[],['Volume Eater'],"['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Crunchy', 'Creamy', 'Clean / Detox']"
Brussels Sprouts (Variation 8),,Protein 46.1g Calories 642.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,46.1,642.2,24.0,4.1,10,20,22.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Garlic Greek Salad (Variation 3),romaine lettuce cucumber tomato olive oil vinegar feta cheese olives,Protein 20.4g Calories 347.5,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Dairy,,No-Cook,20.4,347.5,27.9,7.9,5,0,10.7,Main Dish,"['Lunch', 'Dinner']",['Vegan'],['Contains Dairy'],[],['Stable Energy'],"['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Creamy', 'Clean / Detox']"
Greek Salad (Variation 2),romaine lettuce cucumber tomato olive oil vinegar feta cheese olives,Protein 6.8g Calories 261.0,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Dairy,,No-Cook,6.8,261.0,22.2,6.3,5,0,16.3,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],['Contains Dairy'],[],['Stable Energy'],"['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Creamy', 'Clean / Detox']"
One-Pot Paella,rice onion bell pepper garlic broth,Protein 22.9g Calories 727.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.9,727.0,76.4,7.5,10,20,24.6,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Comfort Mac and Cheese,,Protein 29.2g Calories 708.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,29.2,708.4,88.8,7.4,10,20,25.5,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food', 'Kid Friendly']"
Fried Rice,rice onion bell pepper garlic broth,Protein 20.1g Calories 541.6,"Pat ingredients dry and season. Heat oil in a pan over medium-high heat. Cook until golden and crisp, turning as needed. Drain briefly and serve.",Lunch Dinner,,Stove,Fry,20.1,541.6,60.1,7.0,10,15,16.1,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Crunchy', 'Warm & Soupy', 'Comfort Food']"
Comfort Mac and Cheese (Variation 2),,Protein 22.0g Calories 739.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.0,739.4,82.2,3.4,10,20,17.4,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food', 'Kid Friendly']"
One-Pot Fried Rice,rice onion bell pepper garlic broth,Protein 34.4g Calories 600.8,"Pat ingredients dry and season. Heat oil in a pan over medium-high heat. Cook until golden and crisp, turning as needed. Drain briefly and serve.",Lunch Dinner,,Stove,Fry,34.4,600.8,67.3,4.7,10,15,24.6,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Crunchy', 'Warm & Soupy', 'Comfort Food']"
Comfort Paella,rice onion bell pepper garlic broth,Protein 24.5g Calories 568.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,24.5,568.6,89.0,7.3,10,20,19.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Comfort Pasta Primavera,pasta tomato sauce parmesan cheese,Protein 38.8g Calories 678.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Gluten Dairy,Stove,Cook,38.8,678.4,57.8,5.5,10,20,26.2,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Family-Style Spaghetti Bolognese,pasta tomato sauce parmesan cheese,Protein 31.0g Calories 543.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Gluten Dairy,Stove,Cook,31.0,543.7,2.2,0.8,10,20,18.4,Main Dish,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy']"
Family-Style Baked Ziti,pasta tomato sauce parmesan cheese,Protein 37.9g Calories 673.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Gluten Dairy,Oven,Bake,37.9,673.6,73.3,6.6,20,45,17.1,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Slow Burn', 'Fresh Run', 'Meal Prep']","['Savory', 'Creamy', 'Comfort Food']"
Weeknight Spaghetti Bolognese,pasta tomato sauce parmesan cheese,Protein 40.9g Calories 684.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Gluten Dairy,Stove,Cook,40.9,684.5,7.1,0.0,10,20,19.6,Main Dish,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy']"
Spaghetti Bolognese,pasta tomato sauce parmesan cheese,Protein 36.7g Calories 625.8,Gather and measure all ingredients. Preheat and set up your workstation. Prepare the main component carefully. Prep the sauce or mixture separately. Combine components in the correct order. Cook while monitoring temperature and texture. Adjust seasoning in small increments. Rest the dish to set flavors and structure. Plate neatly and serve immediately.,Lunch Dinner,Gluten Dairy,Stove,Cook,36.7,625.8,30.5,3.7,10,20,9.9,Main Dish,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Focus Required', 'Fresh Run']","['Savory', 'Creamy']"
Family-Style Paella,rice onion bell pepper garlic broth,Protein 26.9g Calories 695.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.9,695.4,93.6,3.2,10,20,18.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Baked Ziti,pasta tomato sauce parmesan cheese,Protein 26.2g Calories 547.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Gluten Dairy,Oven,Bake,26.2,547.8,55.6,7.2,20,45,17.2,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']","['Compact Fuel', 'Stable Energy']","['Slow Burn', 'Fresh Run', 'Meal Prep']","['Savory', 'Creamy', 'Comfort Food']"
